Trial,Mode,ZScore,BetSide,BetSize,Outcome,Won,PnL,Bankroll
5209,SYNC,2.191,OV,1.00,UN,False,-1.00,-18.44
5210,SYNC,2.191,OV,1.00,UN,False,-1.00,-19.44
5211,SYNC,2.191,OV,1.00,OV,True,1.00,-18.44
5212,SYNC,2.191,OV,1.00,UN,False,-1.00,-19.44
5213,SYNC,2.191,OV,1.00,UN,False,-1.00,-20.44
5214,SYNC,2.191,OV,1.00,OV,True,1.00,-19.44
5215,SYNC,2.191,OV,1.00,OV,True,1.00,-18.44
5216,SYNC,2.191,OV,1.00,UN,False,-1.00,-19.44
5217,SYNC,2.191,OV,1.00,UN,False,-1.00,-20.44
5218,SYNC,2.191,OV,1.00,OV,True,1.00,-19.44
5219,SYNC,2.191,OV,1.00,OV,True,1.00,-18.44
5220,SYNC,2.191,OV,1.00,OV,True,1.00,-17.44
5221,SYNC,2.191,OV,1.00,UN,False,-1.00,-18.44
5222,SYNC,2.191,OV,1.00,OV,True,1.00,-17.44
5223,SYNC,2.191,OV,1.00,UN,False,-1.00,-18.44
5224,SYNC,2.191,OV,1.00,OV,True,1.00,-17.44
5225,SYNC,2.191,OV,1.00,OV,True,1.00,-16.44
5226,SYNC,2.191,OV,1.00,UN,False,-1.00,-17.44
5227,SYNC,2.191,OV,1.00,OV,True,1.00,-16.44
5228,SYNC,2.191,OV,1.00,OV,True,1.00,-15.44
5229,SYNC,2.191,OV,1.00,UN,False,-1.00,-16.44
5230,SYNC,2.191,OV,1.00,UN,False,-1.00,-17.44
5231,SYNC,2.191,OV,1.00,UN,False,-1.00,-18.44
5232,SYNC,2.191,OV,1.00,UN,False,-1.00,-19.44
5233,SYNC,2.191,OV,1.00,UN,False,-1.00,-20.44
5234,SYNC,2.191,OV,1.00,OV,True,1.00,-19.44
5235,SYNC,2.191,OV,1.00,UN,False,-1.00,-20.44
5236,SYNC,2.191,OV,1.00,OV,True,1.00,-19.44
5237,SYNC,2.191,OV,1.00,OV,True,1.00,-18.44
5238,SYNC,2.191,OV,1.00,OV,True,1.00,-17.44
5239,SYNC,2.191,OV,1.00,UN,False,-1.00,-18.44
5240,SYNC,2.191,OV,1.00,UN,False,-1.00,-19.44
5241,SYNC,2.191,OV,1.00,OV,True,1.00,-18.44
5242,SYNC,2.191,OV,1.00,UN,False,-1.00,-19.44
5243,SYNC,2.191,OV,1.00,OV,True,1.00,-18.44
5244,SYNC,2.191,OV,1.00,UN,False,-1.00,-19.44
5245,SYNC,2.191,OV,1.00,OV,True,1.00,-18.44
5246,SYNC,2.191,OV,1.00,OV,True,1.00,-17.44
5247,SYNC,2.191,OV,1.00,UN,False,-1.00,-18.44
5248,SYNC,2.191,OV,1.00,UN,False,-1.00,-19.44
5249,SYNC,2.191,OV,1.00,OV,True,1.00,-18.44
5250,SYNC,2.191,OV,1.00,UN,False,-1.00,-19.44
5251,SYNC,2.191,OV,1.00,OV,True,1.00,-18.44
5252,SYNC,2.191,OV,1.00,UN,False,-1.00,-19.44
5253,SYNC,2.191,OV,1.00,OV,True,1.00,-18.44
5254,SYNC,2.191,OV,1.00,OV,True,1.00,-17.44
5255,SYNC,2.191,OV,1.00,OV,True,1.00,-16.44
5256,SYNC,2.191,OV,1.00,OV,True,1.00,-15.44
5257,SYNC,2.191,OV,1.00,UN,False,-1.00,-16.44
5258,SYNC,2.191,OV,1.00,UN,False,-1.00,-17.44
5259,SYNC,2.191,OV,1.00,UN,False,-1.00,-18.44
5260,SYNC,2.191,OV,1.00,UN,False,-1.00,-19.44
5261,SYNC,2.191,OV,1.00,UN,False,-1.00,-20.44
5262,SYNC,2.191,OV,1.00,UN,False,-1.00,-21.44
5263,SYNC,2.191,OV,1.00,UN,False,-1.00,-22.44
5264,SYNC,2.191,OV,1.00,OV,True,1.00,-21.44
5265,SYNC,2.191,OV,1.00,OV,True,1.00,-20.44
5266,SYNC,2.191,OV,1.00,UN,False,-1.00,-21.44
5267,SYNC,2.191,OV,1.00,UN,False,-1.00,-22.44
5268,SYNC,2.191,OV,1.00,UN,False,-1.00,-23.44
5302,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-22.44
5303,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-21.44
5304,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-22.44
5305,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-21.44
5306,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-20.44
5307,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-19.44
5308,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-18.44
5309,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-17.44
5310,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-16.44
5311,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-15.44
5312,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-14.44
5313,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-13.44
5314,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-12.44
5315,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
5316,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-14.44
5317,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-13.44
5318,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-12.44
5319,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
5320,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-10.44
5321,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-11.44
5322,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
5323,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-11.44
5324,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-12.44
5325,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-13.44
5326,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-14.44
5327,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-13.44
5328,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-14.44
5329,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-13.44
5330,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-14.44
5331,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-15.44
5332,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-16.44
5333,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-17.44
5334,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-18.44
5335,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-19.44
5336,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-18.44
5337,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-17.44
5338,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-16.44
5339,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-17.44
5340,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-16.44
5341,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-17.44
5342,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-18.44
5343,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-19.44
5488,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-20.44
5489,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-21.44
5490,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-22.44
5491,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-23.44
5492,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-24.44
5493,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-25.44
5494,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-26.44
5495,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-27.44
5496,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-26.44
5497,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-25.44
5498,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-24.44
5499,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-25.44
5500,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-24.44
5501,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-23.44
5502,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-24.44
5503,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-23.44
5504,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-22.44
5505,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-21.44
5506,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-22.44
5507,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-21.44
5508,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-20.44
5509,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-19.44
5510,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-20.44
5511,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-19.44
5512,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-20.44
5513,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-21.44
5514,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-22.44
5515,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-21.44
5516,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-22.44
5517,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-21.44
5518,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-20.44
5519,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-21.44
5520,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-22.44
5521,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-23.44
5522,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-24.44
5523,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-25.44
5524,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-26.44
5525,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-25.44
5526,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-24.44
5527,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-23.44
5528,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-24.44
5529,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-23.44
5530,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-24.44
5531,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-25.44
5532,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-26.44
5533,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-27.44
5534,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-26.44
5535,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-25.44
5536,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-24.44
5537,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-25.44
5538,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-24.44
5539,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-25.44
5549,SYNC,2.191,OV,1.00,OV,True,1.00,-24.44
5550,SYNC,2.191,OV,1.00,UN,False,-1.00,-25.44
5551,SYNC,2.191,OV,1.00,UN,False,-1.00,-26.44
5552,SYNC,2.191,OV,1.00,OV,True,1.00,-25.44
5553,SYNC,2.191,OV,1.00,OV,True,1.00,-24.44
5554,SYNC,2.191,OV,1.00,UN,False,-1.00,-25.44
5555,SYNC,2.191,OV,1.00,UN,False,-1.00,-26.44
5556,SYNC,2.191,OV,1.00,OV,True,1.00,-25.44
5557,SYNC,2.191,OV,1.00,OV,True,1.00,-24.44
5558,SYNC,2.191,OV,1.00,UN,False,-1.00,-25.44
5559,SYNC,2.191,OV,1.00,UN,False,-1.00,-26.44
5560,SYNC,2.191,OV,1.00,UN,False,-1.00,-27.44
5561,SYNC,2.191,OV,1.00,UN,False,-1.00,-28.44
5562,SYNC,2.191,OV,1.00,UN,False,-1.00,-29.44
5563,SYNC,2.191,OV,1.00,UN,False,-1.00,-30.44
5564,SYNC,2.191,OV,1.00,UN,False,-1.00,-31.44
5565,SYNC,2.191,OV,1.00,UN,False,-1.00,-32.44
5566,SYNC,2.191,OV,1.00,OV,True,1.00,-31.44
5567,SYNC,2.191,OV,1.00,UN,False,-1.00,-32.44
5568,SYNC,2.191,OV,1.00,UN,False,-1.00,-33.44
5569,SYNC,2.191,OV,1.00,OV,True,1.00,-32.44
5570,SYNC,2.191,OV,1.00,OV,True,1.00,-31.44
5571,SYNC,2.191,OV,1.00,UN,False,-1.00,-32.44
5572,SYNC,2.191,OV,1.00,UN,False,-1.00,-33.44
5573,SYNC,2.191,OV,1.00,OV,True,1.00,-32.44
5574,SYNC,2.191,OV,1.00,UN,False,-1.00,-33.44
5575,SYNC,2.191,OV,1.00,OV,True,1.00,-32.44
5576,SYNC,2.191,OV,1.00,UN,False,-1.00,-33.44
5715,SYNC,2.191,OV,1.00,OV,True,1.00,-32.44
5716,SYNC,2.191,OV,1.00,UN,False,-1.00,-33.44
5717,SYNC,2.191,OV,1.00,UN,False,-1.00,-34.44
5718,SYNC,2.191,OV,1.00,UN,False,-1.00,-35.44
5719,SYNC,2.191,OV,1.00,UN,False,-1.00,-36.44
5720,SYNC,2.191,OV,1.00,OV,True,1.00,-35.44
5721,SYNC,2.191,OV,1.00,OV,True,1.00,-34.44
5722,SYNC,2.191,OV,1.00,UN,False,-1.00,-35.44
5723,SYNC,2.191,OV,1.00,UN,False,-1.00,-36.44
5724,SYNC,2.191,OV,1.00,UN,False,-1.00,-37.44
5725,SYNC,2.191,OV,1.00,UN,False,-1.00,-38.44
5726,SYNC,2.191,OV,1.00,UN,False,-1.00,-39.44
5727,SYNC,2.191,OV,1.00,UN,False,-1.00,-40.44
5728,SYNC,2.191,OV,1.00,UN,False,-1.00,-41.44
5729,SYNC,2.191,OV,1.00,UN,False,-1.00,-42.44
5730,SYNC,2.191,OV,1.00,OV,True,1.00,-41.44
5731,SYNC,2.191,OV,1.00,UN,False,-1.00,-42.44
5779,SYNC,2.191,OV,1.00,OV,True,1.00,-41.44
5780,SYNC,2.191,OV,1.00,OV,True,1.00,-40.44
5781,SYNC,2.191,OV,1.00,OV,True,1.00,-39.44
5782,SYNC,2.191,OV,1.00,OV,True,1.00,-38.44
5783,SYNC,2.191,OV,1.00,UN,False,-1.00,-39.44
5784,SYNC,2.191,OV,1.00,UN,False,-1.00,-40.44
5785,SYNC,2.191,OV,1.00,OV,True,1.00,-39.44
5786,SYNC,2.191,OV,1.00,UN,False,-1.00,-40.44
5787,SYNC,2.191,OV,1.00,OV,True,1.00,-39.44
5788,SYNC,2.191,OV,1.00,OV,True,1.00,-38.44
5789,SYNC,2.191,OV,1.00,UN,False,-1.00,-39.44
5790,SYNC,2.191,OV,1.00,UN,False,-1.00,-40.44
5791,SYNC,2.191,OV,1.00,UN,False,-1.00,-41.44
5792,SYNC,2.191,OV,1.00,UN,False,-1.00,-42.44
5793,SYNC,2.191,OV,1.00,OV,True,1.00,-41.44
5794,SYNC,2.191,OV,1.00,OV,True,1.00,-40.44
5795,SYNC,2.191,OV,1.00,OV,True,1.00,-39.44
5796,SYNC,2.191,OV,1.00,OV,True,1.00,-38.44
5797,SYNC,2.191,OV,1.00,OV,True,1.00,-37.44
5798,SYNC,2.191,OV,1.00,OV,True,1.00,-36.44
5799,SYNC,2.191,OV,1.00,UN,False,-1.00,-37.44
5800,SYNC,2.191,OV,1.00,OV,True,1.00,-36.44
5801,SYNC,2.191,OV,1.00,UN,False,-1.00,-37.44
5802,SYNC,2.191,OV,1.00,UN,False,-1.00,-38.44
5803,SYNC,2.191,OV,1.00,OV,True,1.00,-37.44
5804,SYNC,2.191,OV,1.00,UN,False,-1.00,-38.44
5805,SYNC,2.191,OV,1.00,UN,False,-1.00,-39.44
5806,SYNC,2.191,OV,1.00,OV,True,1.00,-38.44
5807,SYNC,2.191,OV,1.00,UN,False,-1.00,-39.44
5808,SYNC,2.191,OV,1.00,UN,False,-1.00,-40.44
5809,SYNC,2.191,OV,1.00,UN,False,-1.00,-41.44
5810,SYNC,2.191,OV,1.00,UN,False,-1.00,-42.44
5811,SYNC,2.191,OV,1.00,UN,False,-1.00,-43.44
5812,SYNC,2.191,OV,1.00,UN,False,-1.00,-44.44
5829,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-43.44
5830,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-44.44
5831,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-43.44
5832,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-44.44
5833,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-43.44
5834,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-44.44
5835,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-45.44
5836,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-46.44
5837,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-45.44
5838,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-44.44
5839,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-45.44
5840,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-46.44
5841,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-45.44
5842,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-46.44
5843,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-47.44
5844,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-48.44
5845,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-49.44
5846,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-50.44
5847,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-49.44
5848,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-50.44
5849,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-49.44
5850,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-48.44
5851,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-47.44
5852,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-48.44
5853,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-49.44
5938,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-48.44
5939,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-47.44
5940,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-46.44
5941,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-47.44
5942,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-48.44
5943,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-47.44
5944,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-48.44
5945,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-49.44
5946,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-48.44
5947,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-47.44
5948,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-46.44
5949,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-45.44
5950,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-44.44
5951,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-45.44
5952,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-44.44
5953,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-43.44
5954,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-42.44
5955,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-41.44
5956,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-40.44
5957,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-39.44
5958,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-40.44
5959,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-39.44
5960,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-40.44
5961,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-39.44
5962,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-38.44
5963,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-37.44
5964,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-36.44
5965,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-35.44
5966,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-34.44
5967,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-35.44
5968,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-36.44
5969,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-35.44
5970,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-36.44
5971,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-37.44
5972,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-36.44
5973,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-37.44
5974,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-36.44
5975,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-35.44
5976,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-36.44
5977,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-35.44
5978,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-36.44
5979,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-37.44
5980,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-38.44
5981,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-39.44
5982,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-40.44
5983,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-41.44
5984,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-40.44
5985,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-39.44
5986,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-40.44
5987,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-41.44
5988,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-40.44
5989,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-39.44
5990,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-38.44
5991,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-37.44
5992,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-36.44
5993,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-37.44
5994,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-38.44
5995,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-39.44
5996,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-40.44
6225,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-39.44
6226,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-38.44
6227,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-39.44
6228,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-40.44
6229,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-39.44
6230,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-40.44
6231,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-39.44
6232,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-40.44
6233,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-39.44
6234,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-40.44
6235,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-41.44
6236,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-40.44
6237,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-39.44
6238,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-38.44
6239,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-37.44
6240,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-36.44
6241,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-37.44
6242,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-38.44
6243,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-39.44
6244,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-38.44
6245,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-37.44
6246,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-38.44
6247,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-39.44
6248,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-38.44
6249,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-37.44
6250,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-36.44
6251,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-37.44
6252,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-36.44
6253,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-37.44
6254,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-36.44
6255,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-37.44
6256,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-38.44
6257,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-37.44
6258,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-36.44
6259,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-37.44
6260,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-38.44
6261,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-37.44
6262,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-36.44
6263,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-35.44
6264,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-34.44
6265,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-33.44
6266,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-32.44
6267,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-31.44
6268,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-32.44
6269,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-33.44
6270,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-32.44
6271,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-31.44
6272,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-30.44
6273,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-29.44
6274,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-28.44
6275,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-29.44
6276,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-28.44
6277,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-29.44
6278,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-30.44
6279,ANTI-SYNC,-2.191,UN,1.00,UN,True,1.00,-29.44
6280,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-30.44
6281,ANTI-SYNC,-2.191,UN,1.00,OV,False,-1.00,-31.44
